Word base            L.key                Suffixes id          W.form key                     W.form
iznad                FX#PREP#UZ_G         -                    -                              iznad
iznenada             FX#ADV#NAC.KAKO      -                    -                              iznenada
iznova               FX#ADV#KOL.KOLIKO    -                    -                              iznova
izvan                FX#PREP#UZ_G         -                    -                              izvan
izvana               FX#ADV#MJE.ODKUDA    -                    -                              izvana
iš                   FX#EXCL#DOZ          -                    -                              iš
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/N#1           išta
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/G#1           ičega
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/D#1           ičemu
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/A#1           ičega
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/L#1           ičem
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/L#2           ičemu
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/I#1           ičim
išta                 CH#PRON.NEO.CH1#     PRON.UOD.IME##što    PRON.NEO.CH1##|S/I#2           ičime
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|N#1              ja
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|G#1              mene
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|G#2              me
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|D#1              meni
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|D#2              mi
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|A#1              mene
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|A#2              me
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|L#1              meni
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|I#1              mnom
ja                   CH#PRON.OSO#         PRON.OSO#S/1#        PRON.OSO#S/1#|I#2              mnome
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/N/M#1          moj
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/N/F#1          moja
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/N/N#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/M#1          mojeg
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/M#2          mojega
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/M#3          mog
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/M#4          moga
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/F#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/N#1          mojeg
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/N#2          mojega
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/N#3          mog
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/G/N#4          moga
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/M#1          mojem
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/M#2          mojemu
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/M#3          mom
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/F#1          mojoj
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/N#1          mojem
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/N#2          mojemu
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/N#3          mom
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/D/N#4          momu
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/M#1          mojeg
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/M#2          mojega
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/M#3          mog
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/M#4          moga
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/M#5          moj
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/F#1          moju
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/A/N#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/V/M#1          moj
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/V/F#1          moja
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/V/N#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/M#1          mojem
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/M#2          mom
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/M#3          momu
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/F#1          mojoj
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/N#1          mojem
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/N#2          mom
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/L/N#3          mome
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/I/M#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/I/F#1          mojom
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|S/I/N#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/N/M#1          moji
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/N/F#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/N/N#1          moja
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/G/M#1          mojih
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/G/F#1          mojih
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/G/N#1          mojih
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/D/M#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/D/M#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/D/F#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/D/F#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/D/N#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/D/N#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/A/M#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/A/F#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/A/N#1          moja
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/V/M#1          moji
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/V/F#1          moje
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/V/N#1          moja
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/L/M#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/L/M#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/L/F#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/L/F#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/L/N#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/L/N#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/I/M#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/I/M#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/I/F#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/I/F#2          mojima
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/I/N#1          mojim
ja                   CH#PRON.POS#         PRON.POS#S/1#moj     PRON.POS#S/1#|P/I/N#2          mojima
jamačno              FX#ADV#OST.POUZD_VM_PP -                    -                              jamačno
jao                  FX#EXCL#OSJ          -                    -                              jao
jatomice             FX#ADV#NAC.KAKO      -                    -                              jatomice
jedanput             FX#ADV#KOL.KOLIKO    -                    -                              jedanput
jedva                FX#ADV#NAC.KAKO      -                    -                              jedva
jer                  FX#CONJ#NOR          -                    -                              jer
jesenas              FX#ADV#VRE.KADA      -                    -                              jesenas
joj                  FX#EXCL#OSJ          -                    -                              joj
još                  FX#ADV#KOL.KOLIKO    -                    -                              još
ju                   FX#EXCL#OSJ          -                    -                              ju
juh                  FX#EXCL#OSJ          -                    -                              juh
jutros               FX#ADV#VRE.KADA      -                    -                              jutros
jučer                FX#ADV#VRE.KADA      -                    -                              jučer
k                    FX#PREP#UZ_D         -                    -                              k
ka                   FX#PREP#UZ_D         -                    -                              ka
kada                 FX#CONJ#PRI          -                    -                              kada
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/N/M#1         kakav
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/N/M#2         kakvi
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/N/F#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/N/N#1         kakvo
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/M#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/M#2         kakvoga
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/M#3         kakvog
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/F#1         kakve
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/N#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/N#2         kakvoga
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/G/N#3         kakvog
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/M#1         kakvu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/M#2         kakvomu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/M#3         kakvom
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/F#1         kakvoj
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/N#1         kakvu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/N#2         kakvomu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/D/N#3         kakvom
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/A/M#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/A/M#2         kakvoga
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/A/M#3         kakvog
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/A/F#1         kakvu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/A/N#1         kakvo
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/V/M#1         kakvi
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/V/F#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/V/N#1         kakvo
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/M#1         kakvu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/M#2         kakvom
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/M#3         kakvome
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/F#1         kakvoj
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/N#1         kakvu
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/N#2         kakvom
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/L/N#3         kakvome
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/I/M#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/I/F#1         kakvom
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|S/I/N#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/N/M#1         kakvi
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/N/F#1         kakve
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/N/N#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/G/M#1         kakvih
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/G/F#1         kakvih
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/G/N#1         kakvih
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/D/M#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/D/M#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/D/F#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/D/F#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/D/N#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/D/N#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/A/M#1         kakve
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/A/F#1         kakve
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/A/N#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/V/M#1         kakvi
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/V/F#1         kakve
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/V/N#1         kakva
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/L/M#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/L/M#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/L/F#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/L/F#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/L/N#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/L/N#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/I/M#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/I/M#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/I/F#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/I/F#2         kakvima
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/I/N#1         kakvim
kakav                CH#PRON.UOD.PRD#     PRON.UOD.IME##kakav  PRON.UOD.PRD##|P/I/N#2         kakvima
kakav                FX#CONJ#ODZAM        -                    -                              kakav
kakavgod             FX#PRON.NEO.FIX#None -                    -                              kakavgod
kako                 FX#CONJ#PRI          -                    -                              kako
kamo                 FX#CONJ#PRI          -                    -                              kamo
kao                  FX#CONJ#NOR          -                    -                              kao
kasno                FX#ADV#VRE.KADA      -                    -                              kasno
katkad               FX#ADV#VRE.KADA      -                    -                              katkad
kod                  FX#PREP#UZ_G         -                    -                              kod
kojegdje             FX#ADV#MJE.GDJE      -                    -                              kojegdje
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/N/M#1         kojekakav
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/N/M#2         kojekakvi
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/N/F#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/N/N#1         kojekakvo
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/M#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/M#2         kojekakvoga
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/M#3         kojekakvog
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/F#1         kojekakve
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/N#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/N#2         kojekakvoga
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/G/N#3         kojekakvog
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/M#1         kojekakvu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/M#2         kojekakvomu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/M#3         kojekakvom
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/F#1         kojekakvoj
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/N#1         kojekakvu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/N#2         kojekakvomu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/D/N#3         kojekakvom
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/A/M#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/A/M#2         kojekakvoga
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/A/M#3         kojekakvog
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/A/F#1         kojekakvu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/A/N#1         kojekakvo
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/V/M#1         kojekakvi
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/V/F#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/V/N#1         kojekakvo
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/M#1         kojekakvu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/M#2         kojekakvom
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/M#3         kojekakvome
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/F#1         kojekakvoj
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/N#1         kojekakvu
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/N#2         kojekakvom
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/L/N#3         kojekakvome
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/I/M#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/I/F#1         kojekakvom
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|S/I/N#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/N/M#1         kojekakvi
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/N/F#1         kojekakve
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/N/N#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/G/M#1         kojekakvih
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/G/F#1         kojekakvih
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/G/N#1         kojekakvih
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/D/M#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/D/M#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/D/F#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/D/F#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/D/N#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/D/N#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/A/M#1         kojekakve
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/A/F#1         kojekakve
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/A/N#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/V/M#1         kojekakvi
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/V/F#1         kojekakve
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/V/N#1         kojekakva
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/L/M#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/L/M#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/L/F#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/L/F#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/L/N#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/L/N#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/I/M#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/I/M#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/I/F#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/I/F#2         kojekakvima
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/I/N#1         kojekakvim
kojekakav            CH#PRON.NEO.CH2#     PRON.UOD.IME##kakav  PRON.NEO.CH2##|P/I/N#2         kojekakvima
kojekako             FX#ADV#NAC.KAKO      -                    -                              kojekako
kojekuda             FX#ADV#MJE.KUDA      -                    -                              kojekuda
kojetko              CH#PRON.NEO.CH1#     PRON.UOD.IME##tko    PRON.NEO.CH1##|S/N#1           kojetko
